50,935.606079,917.753662
51,952.507324,935.539550
52,970.615783,952.139770
53,987.517150,969.925720
54,1004.418395,987.711608
55,1022.526855,1004.311828
56,1035.806396,1016.169128
57,1053.915039,1032.769287
58,1072.023437,1051.740966
59,1090.131958,1068.341186
60,1107.033203,1086.127075
61,1125.141723,1103.913085
62,1142.042968,1121.698974
63,1160.151489,1138.299072
14,329.574768,324.889526
15,346.476074,341.489685
16,358.548400,353.346984
17,376.656890,369.947235
18,393.558166,386.547393
19,410.459411,403.147583
20,427.360748,419.747833
21,444.261932,436.347930
22,462.370483,454.133911
23,479.271728,471.919830
24,492.551300,483.777099
25,509.452545,500.377288
26,527.561035,518.163208
27,544.462341,534.763427
28,561.363586,551.363586
29,579.472106,569.149536
30,596.373352,586.935424
31,614.481933,603.535705
32,626.554260,615.392944
33,644.662719,633.178833
34,662.771240,650.964782
35,679.672485,667.564941
36,697.780944,685.350830
37,714.682312,701.951110
38,732.790832,719.737060
39,749.692077,737.523010
40,762.971679,749.380249
41,779.872924,765.980468
42,799.188659,784.952087
43,816.089904,801.552246
44,832.991210,818.152526
45,851.099731,835.938415
46,868.000976,853.724304
47,886.109497,871.510314
48,899.389099,883.367553
49,916.290344,899.967773
50,935.606079,917.753662
51,952.507324,935.539550
52,970.615783,952.139770
53,987.517150,969.925720
54,1004.418395,987.711608
55,1022.526855,1004.311828
56,1035.806396,1016.169128
57,1053.915039,1032.769287
58,1072.023437,1051.740966
59,1090.131958,1069.526855
60,1107.033203,1086.127075
61,1125.141723,1103.913085
62,1142.042968,1121.698974
63,1160.151489,1138.299072
14,329.574768,324.889526
15,346.476074,341.489685
16,358.548400,352.161315
17,376.656890,369.947235
18,393.558166,386.547393
19,410.459411,403.147583
20,427.360748,419.747833
21,444.261932,436.347930
22,462.370483,454.133911
23,479.271728,471.919830
24,492.551300,483.777099
25,509.452545,500.377288
26,527.561035,518.163208
27,544.462341,534.763427
28,561.363586,551.363586
29,579.472106,569.149536
30,596.373352,586.935424
31,614.481933,603.535705
32,626.554260,615.392944
33,644.662719,633.178833
34,662.771240,650.964782
35,679.672485,667.564941
36,697.780944,685.350830
37,714.682312,701.951110
38,732.790832,719.737060
39,749.692077,737.523010
40,762.971679,749.380249
41,779.872924,765.980468
42,797.981384,784.952087
43,816.089904,801.552246
44,832.991210,819.338256
45,851.099731,835.938415
46,868.000976,853.724304
47,886.109497,871.510314
48,899.389099,883.367553
49,916.290344,899.967773
50,935.606079,917.753662
51,952.507324,935.539550
52,970.615783,952.139770
53,987.517150,969.925720
54,1004.418395,987.711608
55,1022.526855,1004.311828
56,1035.806396,1016.169128
57,1053.915039,1032.769287
58,1072.023437,1051.740966
59,1090.131958,1069.526855
60,1107.033203,1086.127075
61,1125.141723,1103.913085
62,1142.042968,1121.698974
63,1160.151489,1138.299072
14,329.574768,324.889526
15,346.476074,341.489685
16,358.548400,353.346984
17,376.656890,369.947235
18,393.558166,386.547393
19,410.459411,403.147583
20,427.360748,419.747833
21,444.261932,436.347930
22,462.370483,454.133911
23,479.271728,471.919830
24,492.551300,483.777099
25,509.452545,500.377288
26,527.561035,518.163208
27,544.462341,534.763427
28,561.363586,551.363586
29,579.472106,569.149536
30,596.373352,586.935424
31,614.481933,604.721435
32,626.554260,615.392944
33,644.662719,633.178833
34,662.771240,650.964782
35,679.672485,667.564941
36,697.780944,685.350830
37,714.682312,701.951110
38,732.790832,720.922790
39,749.692077,737.523010
40,762.971679,749.380249
41,779.872924,765.980468
42,799.188659,784.952087
43,816.089904,801.552246
44,832.991210,819.338256
45,851.099731,835.938415
46,868.000976,853.724304
47,886.109497,871.510314
48,899.389099,883.367553
49,916.290344,899.967773
50,935.606079,917.753662
51,952.507324,935.539550
52,969.408569,952.139770
53,987.517150,969.925720
54,1004.418395,987.711608
55,1022.526855,1004.311828
56,1035.806396,1016.169128
57,1053.915039,1033.955078
58,1072.023437,1051.740966
59,1090.131958,1069.526855
60,1107.033203,1086.127075
61,1125.141723,1103.913085
62,1143.250244,1121.698974
63,1160.151489,1138.299072
14,329.574768,324.889526
15,346.476074,341.489685
16,358.548400,352.161315
17,376.656890,369.947235
18,393.558166,386.547393
19,410.459411,403.147583
20,427.360748,419.747833
21,444.261932,436.347930
22,462.370483,454.133911
23,479.271728,471.919830
24,492.551300,483.777099
25,509.452545,500.377288
26,527.561035,518.163208
27,544.462341,534.763427
28,561.363586,551.363586
29,579.472106,569.149536
30,596.373352,586.935424
31,614.481933,603.535705
32,626.554260,615.392944
33,644.662719,633.178833
34,662.771240,650.964782
35,679.672485,667.564941
36,697.780944,685.350830
37,714.682312,701.951110
38,732.790832,719.737060
39,749.692077,737.523010
40,762.971679,749.380249
41,779.872924,765.980468
42,799.188659,784.952087
43,816.089904,801.552246
44,832.991210,818.152526
45,851.099731,835.938415
46,868.000976,853.724304
47,886.109497,871.510314
48,899.389099,883.367553
49,916.290344,899.967773
50,935.606079,917.753662
51,952.507324,935.539550
52,969.408569,952.139770
53,987.517150,969.925720
54,1004.418395,987.711608
55,1022.526855,1004.311828
56,1035.806396,1016.169128
57,1053.915039,1032.769287
58,1072.023437,1051.740966
59,1090.131958,1069.526855
60,1107.033203,1086.127075
61,1125.141723,1103.913085
62,1142.042968,1121.698974
63,1160.151489,1138.299072
14,329.574768,324.889526
15,346.476074,341.489685
16,358.548400,353.346984
17,376.656890,369.947235
18,393.558166,386.547393
19,410.459411,403.147583
20,427.360748,419.747833
21,444.261932,436.347930
22,462.370483,454.133911
23,479.271728,471.919830
24,492.551300,483.777099
25,509.452545,500.377288
26,527.561035,518.163208
27,544.462341,534.763427
28,561.363586,551.363586
29,579.472106,569.149536
30,596.373352,586.935424
31,614.481933,604.721435
32,626.554260,615.392944
33,644.662719,633.178833
34,662.771240,650.964782
35,679.672485,667.564941
36,697.780944,685.350830
37,714.682312,701.951110
38,732.790832,719.737060
39,749.692077,737.523010
40,762.971679,749.380249
41,779.872924,765.980468
42,799.188659,784.952087
43,816.089904,801.552246
44,832.991210,819.338256
45,851.099731,835.938415
46,868.000976,853.724304
47,886.109497,871.510314
48,899.389099,883.367553
49,916.290344,899.967773
50,935.606079,917.753662
51,952.507324,935.539550
52,969.408569,952.139770
53,987.517150,969.925720
54,1004.418395,987.711608
55,1022.526855,1004.311828
56,1035.806396,1016.169128
57,1053.915039,1032.769287
58,1072.023437,1051.740966
59,1090.131958,1068.341186
60,1107.033203,1086.127075
61,1125.141723,1103.913085
62,1142.042968,1121.698974
63,1160.151489,1138.299072
14,329.574768,324.889526
15,346.476074,341.489685
16,358.548400,353.346984
17,376.656890,369.947235
18,393.558166,386.547393
19,410.459411,403.147583
20,427.360748,419.747833
21,444.261932,436.347930
22,462.370483,454.133911
23,479.271728,471.919830
24,492.551300,483.777099
25,509.452545,500.377288
26,527.561035,518.163208
27,544.462341,534.763427
28,561.363586,551.363586
29,578.264892,569.149536
30,596.373352,586.935424
31,614.481933,603.535705
32,626.554260,615.392944
33,644.662719,633.178833
34,662.771240,650.964782
35,679.672485,667.564941
36,697.780944,685.350830
37,714.682312,701.951110
38,732.790832,720.922790
39,749.692077,737.523010
40,762.971679,749.380249
41,779.872924,765.980468
42,799.188659,784.952087
43,816.089904,801.552246
44,832.991210,819.338256
45,851.099731,835.938415
46,868.000976,853.724304
47,886.109497,871.510314
48,899.389099,883.367553
49,916.290344,899.967773
50,935.606079,917.753662
51,952.507324,935.539550
52,970.615783,952.139770
53,987.517150,969.925720
54,1005.625610,987.711608
55,1022.526855,1004.311828
56,1035.806396,1016.169128
57,1053.915039,1032.769287
58,1072.023437,1051.740966
59,1090.131958,1069.526855
60,1107.033203,1086.127075
61,1125.141723,1103.913085
62,1142.042968,1121.698974
63,1160.151489,1138.299072
14,329.574768,324.889526
15,346.476074,341.489685
16,358.548400,353.346984
17,376.656890,369.947235
18,393.558166,386.547393
19,410.459411,403.147583
20,427.360748,419.747833
21,444.261932,436.347930
22,462.370483,454.133911
23,479.271728,471.919830
24,492.551300,483.777099
25,509.452545,500.377288
26,527.561035,518.163208
27,544.462341,534.763427
28,561.363586,551.363586
29,579.472106,569.149536
30,596.373352,586.935424
31,614.481933,603.535705
32,626.554260,615.392944
33,644.662719,633.178833
34,662.771240,650.964782
35,679.672485,667.564941
36,697.780944,685.350830
37,714.682312,701.951110
38,732.790832,719.737060
39,749.692077,737.523010
40,762.971679,749.380249
41,779.872924,765.980468
42,799.188659,784.952087
43,816.089904,801.552246
44,832.991210,819.338256
45,851.099731,835.938415
46,868.000976,853.724304
47,886.109497,871.510314
48,899.389099,883.367553
49,916.290344,899.967773
50,935.606079,917.753662
51,952.507324,935.539550
52,970.615783,952.139770
53,987.517150,969.925720
54,1004.418395,987.711608
55,1022.526855,1004.311828
56,1035.806396,1016.169128
57,1053.915039,1032.769287
58,1072.023437,1051.740966
59,1090.131958,1069.526855
60,1107.033203,1086.127075
61,1125.141723,1103.913085
62,1142.042968,1121.698974
63,1160.151489,1138.299072
14,329.574768,324.889526
15,346.476074,341.489685
16,358.548400,352.161315
17,376.656890,369.947235
18,393.558166,386.547393
19,410.459411,403.147583
20,427.360748,419.747833
21,444.261932,436.347930
22,462.370483,454.133911
23,479.271728,471.919830
24,492.551300,483.777099
25,509.452545,500.377288
26,527.561035,518.163208
27,544.462341,534.763427
28,561.363586,551.363586
29,579.472106,569.149536
30,596.373352,586.935424
31,614.481933,603.535705
32,626.554260,615.392944
33,644.662719,633.178833
34,662.771240,650.964782
35,679.672485,667.564941
36,697.780944,685.350830
37,714.682312,701.951110
38,732.790832,719.737060
39,749.692077,737.523010
40,762.971679,749.380249
41,779.872924,765.980468
42,799.188659,784.952087
43,816.089904,801.552246
44,832.991210,818.152526
45,851.099731,835.938415
46,868.000976,853.724304
47,886.109497,871.510314
48,899.389099,883.367553
49,916.290344,899.967773
50,935.606079,917.753662
51,952.507324,935.539550
52,969.408569,952.139770
53,987.517150,969.925720
54,1004.418395,987.711608
55,1022.526855,1004.311828
56,1035.806396,1016.169128
57,1053.915039,1032.769287
58,1072.023437,1051.740966
59,1090.131958,1068.341186
60,1107.033203,1086.127075
61,1125.141723,1103.913085
62,1142.042968,1121.698974
63,1160.151489,1138.299072
14,329.574768,324.889526
15,346.476074,341.489685
16,358.548400,353.346984
17,376.656890,369.947235
18,393.558166,386.547393
19,410.459411,403.147583
20,427.360748,419.747833
21,444.261932,436.347930
22,462.370483,454.133911
23,479.271728,471.919830
24,492.551300,483.777099
25,509.452545,500.377288
26,527.561035,518.163208
27,544.462341,534.763427
28,561.363586,551.363586
29,579.472106,569.149536
30,596.373352,586.935424
31,614.481933,603.535705
32,626.554260,615.392944
33,644.662719,633.178833
34,662.771240,650.964782
35,679.672485,667.564941
36,697.780944,685.350830
37,714.682312,701.951110
38,732.790832,720.922790
39,749.692077,737.523010
40,762.971679,749.380249
41,779.872924,765.980468
42,799.188659,784.952087
43,816.089904,801.552246
44,832.991210,819.338256
45,851.099731,835.938415
46,868.000976,853.724304
47,886.109497,871.510314
48,899.389099,883.367553
49,916.290344,899.967773
50,935.606079,917.753662
51,952.507324,935.539550
52,970.615783,952.139770
53,987.517150,969.925720
54,1004.418395,987.711608
55,1022.526855,1004.311828
56,1035.806396,1016.169128
57,1053.915039,1032.769287
58,1072.023437,1051.740966
59,1090.131958,1069.526855
60,1107.033203,1086.127075
61,1125.141723,1103.913085
62,1142.042968,1121.698974
63,1160.151489,1138.299072
14,329.574768,324.889526
15,346.476074,341.489685
16,358.548400,352.161315
17,376.656890,369.947235
18,393.558166,386.547393
19,410.459411,403.147583
20,427.360748,419.747833
21,444.261932,436.347930
22,462.370483,454.133911
23,479.271728,471.919830
24,492.551300,483.777099
25,509.452545,500.377288
26,527.561035,518.163208
27,544.462341,534.763427
28,561.363586,551.363586
29,579.472106,569.149536
30,596.373352,586.935424
31,614.481933,603.535705
32,626.554260,615.392944
33,644.662719,633.178833
34,662.771240,650.964782
35,679.672485,667.564941
36,697.780944,685.350830
37,714.682312,701.951110
38,732.790832,720.922790
39,749.692077,737.523010
40,762.971679,749.380249
41,779.872924,767.166198
42,799.188659,784.952087
43,816.089904,801.552246
44,832.991210,819.338256
45,851.099731,835.938415
46,868.000976,853.724304
47,886.109497,871.510314
48,899.389099,883.367553
49,916.290344,899.967773
50,935.606079,917.753662
51,952.507324,935.539550
52,969.408569,952.139770
53,987.517150,969.925720
54,1004.418395,987.711608
55,1022.526855,1004.311828
56,1035.806396,1016.169128
57,1053.915039,1032.769287
58,1072.023437,1051.740966
59,1090.131958,1069.526855
60,1107.033203,1086.127075
61,1125.141723,1103.913085
62,1142.042968,1121.698974
63,1160.151489,1138.299072
14,329.574768,324.889526
15,346.476074,341.489685
16,358.548400,352.161315
17,376.656890,369.947235
18,393.558166,386.547393
19,410.459411,403.147583
20,427.360748,419.747833
21,444.261932,436.347930
22,462.370483,454.133911
23,479.271728,471.919830
24,492.551300,483.777099
25,509.452545,500.377288
26,527.561035,518.163208
27,544.462341,534.763427
28,561.363586,551.363586
29,578.264892,569.149536
30,596.373352,586.935424
31,614.481933,603.535705
32,626.554260,615.392944
33,644.662719,633.178833
34,662.771240,650.964782
35,679.672485,667.564941
36,697.780944,685.350830
37,714.682312,701.951110
38,732.790832,720.922790
39,749.692077,737.523010
40,762.971679,749.380249
41,779.872924,765.980468
42,799.188659,784.952087
43,816.089904,801.552246
44,832.991210,819.338256
45,851.099731,835.938415
46,868.000976,853.724304
47,886.109497,871.510314
48,899.389099,883.367553
49,916.290344,899.967773
50,935.606079,917.753662
51,952.507324,935.539550
52,969.408569,952.139770
53,987.517150,969.925720
54,1005.625610,987.711608
55,1022.526855,1004.311828
56,1035.806396,1016.169128
57,1053.915039,1032.769287
58,1072.023437,1051.740966
59,1090.131958,1069.526855
60,1107.033203,1086.127075
61,1125.141723,1103.913085
62,1142.042968,1121.698974
63,1160.151489,1138.299072
14,329.574768,324.889526
15,346.476074,341.489685
16,358.548400,352.161315
17,376.656890,369.947235
18,393.558166,386.547393
19,410.459411,403.147583
20,427.360748,419.747833
21,444.261932,436.347930
22,462.370483,454.133911
23,479.271728,471.919830
24,492.551300,483.777099
25,509.452545,500.377288
26,527.561035,518.163208
27,544.462341,534.763427
28,561.363586,551.363586
29,579.472106,569.149536
30,596.373352,586.935424
31,614.481933,603.535705
32,626.554260,615.392944
33,644.662719,633.178833
34,662.771240,650.964782
35,679.672485,667.564941
36,697.780944,685.350830
37,714.682312,701.951110
38,732.790832,720.922790
39,749.692077,737.523010
40,762.971679,749.380249
41,779.872924,765.980468
42,799.188659,784.952087
43,816.089904,801.552246
44,832.991210,818.152526
45,851.099731,835.938415
46,868.000976,853.724304
47,886.109497,871.510314
48,899.389099,883.367553
49,916.290344,899.967773
50,935.606079,917.753662
51,952.507324,935.539550
52,969.408569,952.139770
53,987.517150,969.925720
54,1004.418395,987.711608
55,1022.526855,1004.311828
56,1035.806396,1016.169128
57,1053.915039,1032.769287
58,1072.023437,1051.740966
59,1090.131958,1068.341186
60,1107.033203,1086.127075
61,1125.141723,1103.913085
62,1142.042968,1121.698974
63,1160.151489,1138.299072
14,329.574768,324.889526
15,346.476074,341.489685
16,358.548400,353.346984
17,376.656890,369.947235
18,393.558166,386.547393
19,410.459411,403.147583
20,427.360748,419.747833
21,444.261932,436.347930
22,462.370483,454.133911
23,479.271728,471.919830
24,492.551300,483.777099
25,509.452545,500.377288
26,527.561035,518.163208
27,544.462341,534.763427
28,561.363586,551.363586
29,578.264892,569.149536
30,596.373352,586.935424
31,614.481933,603.535705
32,626.554260,615.392944
33,644.662719,633.178833
34,662.771240,650.964782
35,679.672485,667.564941
36,697.780944,685.350830
37,714.682312,701.951110
38,732.790832,720.922790
39,749.692077,737.523010
40,762.971679,749.380249
41,779.872924,765.980468
42,799.188659,784.952087
43,816.089904,801.552246
44,832.991210,818.152526
45,851.099731,835.938415
46,868.000976,853.724304
47,886.109497,871.510314
48,899.389099,883.367553
49,916.290344,899.967773
50,935.606079,917.753662
51,952.507324,935.539550
52,970.615783,952.139770
53,987.517150,969.925720
54,1004.418395,987.711608
55,1022.526855,1004.311828
56,1035.806396,1016.169128
57,1053.915039,1032.769287
58,1072.023437,1051.740966
59,1090.131958,1068.341186
60,1107.033203,1086.127075
61,1125.141723,1103.913085
62,1142.042968,1121.698974
63,1160.151489,1138.299072
14,329.574768,324.889526
15,346.476074,341.489685
16,358.548400,353.346984
17,376.656890,369.947235
18,393.558166,386.547393
19,410.459411,403.147583
20,427.360748,419.747833
21,444.261932,436.347930
22,462.370483,454.133911
23,479.271728,471.919830
24,492.551300,483.777099
25,509.452545,500.377288
26,527.561035,518.163208
27,544.462341,534.763427
28,561.363586,551.363586
29,578.264892,569.149536
30,596.373352,586.935424
31,614.481933,603.535705
32,626.554260,615.392944
33,644.662719,633.178833
34,662.771240,650.964782
35,679.672485,667.564941
36,697.780944,685.350830
37,714.682312,701.951110
38,732.790832,720.922790
39,749.692077,737.523010
40,762.971679,749.380249
41,779.872924,765.980468
42,799.188659,784.952087
43,816.089904,801.552246
44,832.991210,819.338256
45,851.099731,835.938415
46,868.000976,853.724304
47,886.109497,871.510314
48,899.389099,883.367553
49,916.290344,899.967773
50,935.606079,917.753662
51,952.507324,935.539550
52,970.615783,952.139770
53,987.517150,969.925720
54,1004.418395,987.711608
55,1022.526855,1004.311828
56,1035.806396,1016.169128
57,1053.915039,1032.769287
58,1072.023437,1051.740966
59,1090.131958,1068.341186
60,1107.033203,1086.127075
61,1125.141723,1103.913085
62,1142.042968,1121.698974
63,1160.151489,1138.299072
14,329.574768,324.889526
15,346.476074,341.489685
16,358.548400,352.161315
17,376.656890,369.947235
18,393.558166,386.547393
19,410.459411,403.147583
20,427.360748,419.747833
21,444.261932,436.347930
22,462.370483,454.133911
23,479.271728,471.919830
24,492.551300,483.777099
25,509.452545,500.377288
26,527.561035,518.163208
27,544.462341,534.763427
28,561.363586,551.363586
29,579.472106,569.149536
30,596.373352,586.935424
31,614.481933,603.535705
32,626.554260,615.392944
33,644.662719,633.178833
34,662.771240,650.964782
35,679.672485,667.564941
36,697.780944,685.350830
37,714.682312,701.951110
38,732.790832,719.737060
39,749.692077,737.523010
40,762.971679,749.380249
41,779.872924,765.980468
42,799.188659,784.952087
43,816.089904,801.552246
44,832.991210,819.338256
45,851.099731,835.938415
46,868.000976,853.724304
47,886.109497,871.510314
48,899.389099,883.367553
49,916.290344,899.967773
50,935.606079,917.753662
51,952.507324,935.539550
52,970.615783,952.139770
53,987.517150,969.925720
54,1004.418395,987.711608
55,1022.526855,1004.311828
56,1035.806396,1016.169128
57,1053.915039,1032.769287
58,1072.023437,1051.740966
59,1090.131958,1068.341186
60,1107.033203,1086.127075
61,1125.141723,1103.913085
62,1142.042968,1121.698974
63,1160.151489,1138.299072
14,329.574768,324.889526
15,346.476074,341.489685
16,358.548400,352.161315
17,376.656890,369.947235
18,393.558166,386.547393
19,410.459411,403.147583
20,427.360748,419.747833
21,444.261932,436.347930
22,462.370483,454.133911
23,479.271728,471.919830
24,492.551300,483.777099
25,509.452545,500.377288
26,527.561035,518.163208
27,544.462341,534.763427
28,561.363586,551.363586
29,579.472106,569.149536
30,596.373352,586.935424
31,614.481933,603.535705
32,626.554260,615.392944
33,644.662719,633.178833
34,662.771240,650.964782
35,679.672485,667.564941
36,697.780944,685.350830
37,714.682312,701.951110
38,732.790832,720.922790
39,749.692077,737.523010
40,762.971679,749.380249
41,779.872924,765.980468
42,799.188659,784.952087
43,816.089904,801.552246
44,832.991210,818.152526
45,851.099731,835.938415
46,868.000976,853.724304
47,886.109497,871.510314
48,899.389099,883.367553
49,916.290344,899.967773
50,935.606079,917.753662
51,952.507324,935.539550
52,970.615783,952.139770
53,987.517150,969.925720
54,1004.418395,987.711608
55,1022.526855,1004.311828
56,1035.806396,1016.169128
57,1053.915039,1032.769287
58,1072.023437,1051.740966
59,1090.131958,1069.526855
60,1107.033203,1086.127075
61,1125.141723,1103.913085
62,1142.042968,1121.698974
63,1160.151489,1138.299072
14,329.574768,324.889526
15,346.476074,341.489685
16,358.548400,353.346984
17,376.656890,369.947235
18,393.558166,386.547393
19,410.459411,403.147583
20,427.360748,419.747833
21,444.261932,436.347930
22,462.370483,454.133911
23,479.271728,471.919830
24,492.551300,483.777099
25,509.452545,500.377288
26,527.561035,518.163208
27,544.462341,534.763427
28,561.363586,551.363586
29,579.472106,569.149536
30,596.373352,586.935424
31,614.481933,603.535705
32,626.554260,615.392944
33,644.662719,633.178833
34,662.771240,650.964782
35,679.672485,667.564941
36,697.780944,685.350830
37,714.682312,701.951110
38,732.790832,719.737060
39,749.692077,737.523010
40,762.971679,749.380249
41,779.872924,765.980468
42,799.188659,784.952087
43,816.089904,801.552246
44,832.991210,818.152526
45,851.099731,835.938415
46,868.000976,853.724304
47,886.109497,871.510314
48,899.389099,883.367553
49,916.290344,899.967773
50,935.606079,917.753662
51,952.507324,935.539550
52,969.408569,952.139770
53,987.517150,969.925720
54,1004.418395,987.711608
55,1022.526855,1004.311828
56,1035.806396,1016.169128
57,1053.915039,1032.769287
58,1072.023437,1051.740966
59,1090.131958,1068.341186
60,1107.033203,1086.127075
61,1125.141723,1103.913085
62,1142.042968,1121.698974
63,1160.151489,1138.299072
14,329.574768,324.889526
15,346.476074,341.489685
16,358.548400,352.161315
17,376.656890,369.947235
18,393.558166,386.547393
19,410.459411,403.147583
20,427.360748,419.747833
21,444.261932,436.347930
22,462.370483,454.133911
23,479.271728,471.919830
24,492.551300,483.777099
25,509.452545,500.377288
26,527.561035,518.163208
27,544.462341,534.763427
28,561.363586,551.363586
29,579.472106,569.149536
30,596.373352,586.935424
31,614.481933,604.721435
32,626.554260,615.392944
33,644.662719,633.178833
34,662.771240,650.964782
35,679.672485,667.564941
36,697.780944,685.350830
37,714.682312,701.951110
38,732.790832,719.737060
39,749.692077,737.523010
40,762.971679,749.380249
41,779.872924,765.980468
42,799.188659,784.952087
43,816.089904,801.552246
44,832.991210,819.338256
45,851.099731,835.938415
46,868.000976,853.724304
47,886.109497,871.510314
48,899.389099,883.367553
49,916.290344,899.967773
50,935.606079,917.753662
51,952.507324,935.539550
52,970.615783,952.139770
53,987.517150,969.925720
54,1004.418395,987.711608
55,1022.526855,1004.311828
56,1035.806396,1016.169128
57,1053.915039,1032.769287
58,1072.023437,1051.740966
59,1090.131958,1068.341186
60,1107.033203,1086.127075
61,1125.141723,1103.913085
62,1142.042968,1121.698974
63,1160.151489,1138.299072
14,329.574768,324.889526
15,346.476074,341.489685
16,358.548400,352.161315
17,376.656890,369.947235
18,393.558166,386.547393
19,410.459411,403.147583
20,427.360748,419.747833
21,444.261932,436.347930
22,462.370483,454.133911
23,479.271728,471.919830
24,492.551300,483.777099
25,509.452545,500.377288
26,527.561035,518.163208
27,544.462341,534.763427
28,561.363586,551.363586
29,579.472106,569.149536
30,596.373352,586.935424
31,614.481933,603.535705
32,626.554260,615.392944
33,644.662719,633.178833
34,662.771240,650.964782
35,679.672485,667.564941
36,697.780944,685.350830
37,714.682312,701.951110
38,732.790832,719.737060
39,749.692077,737.523010
40,762.971679,749.380249
41,779.872924,765.980468
42,799.188659,784.952087
43,816.089904,801.552246
44,832.991210,818.152526
